역명,일자, 이용인원 , 승차인원 , 하차인원 
지식정보단지,2023-06-22,10264,5013,5251
인천대입구,2023-06-22,14233,7060,7173
센트럴파크(재외동포청),2023-06-22,8354,4096,4258
국제업무지구,2023-06-22,3446,1726,1720
송도달빛축제공원,2023-06-22,10373,5245,5128
계양,2023-06-23,8102,4067,4035
귤현,2023-06-23,2702,1088,1614
박촌,2023-06-23,8440,4485,3955
임학,2023-06-23,16978,8677,8301
계산,2023-06-23,21549,10925,10624
경인교대입구,2023-06-23,11885,5948,5937
작전,2023-06-23,29209,14948,14261
갈산,2023-06-23,19680,10043,9637
부평구청,2023-06-23,14415,7059,7356
부평시장,2023-06-23,28671,14290,14381
부평,2023-06-23,14364,7078,7286
동수,2023-06-23,8741,4484,4257
부평삼거리,2023-06-23,5654,2895,2759
간석오거리,2023-06-23,22474,11849,10625
인천시청,2023-06-23,11525,5858,5667
예술회관,2023-06-23,25841,12331,13510
인천터미널,2023-06-23,31279,15200,16079
문학경기장,2023-06-23,10806,5166,5640
선학,2023-06-23,13653,6901,6752
신연수,2023-06-23,11517,5903,5614
원인재,2023-06-23,6185,3331,2854
동춘,2023-06-23,22295,10811,11484
동막,2023-06-23,11406,6061,5345
캠퍼스타운,2023-06-23,12842,6562,6280
테크노파크,2023-06-23,23394,11662,11732
지식정보단지,2023-06-23,10178,4944,5234
인천대입구,2023-06-23,14497,7189,7308
센트럴파크(재외동포청),2023-06-23,8822,4375,4447
국제업무지구,2023-06-23,3432,1754,1678
송도달빛축제공원,2023-06-23,10627,5422,5205
계양,2023-06-24,6591,3142,3449
귤현,2023-06-24,1728,772,956
박촌,2023-06-24,5883,3105,2778
임학,2023-06-24,12551,6382,6169
계산,2023-06-24,18787,9463,9324
경인교대입구,2023-06-24,9604,4716,4888
작전,2023-06-24,21722,11248,10474
갈산,2023-06-24,9760,5082,4678
부평구청,2023-06-24,10795,5197,5598
부평시장,2023-06-24,19963,10036,9927
부평,2023-06-24,13604,6780,6824
동수,2023-06-24,5876,3019,2857
부평삼거리,2023-06-24,4337,2116,2221
간석오거리,2023-06-24,16915,8881,8034
인천시청,2023-06-24,7976,4087,3889
예술회관,2023-06-24,19062,8943,10119
인천터미널,2023-06-24,29554,14348,15206
문학경기장,2023-06-24,13164,6393,6771
선학,2023-06-24,10887,5513,5374
신연수,2023-06-24,6499,3415,3084
원인재,2023-06-24,4370,2306,2064
동춘,2023-06-24,16368,8078,8290
동막,2023-06-24,7222,3804,3418
캠퍼스타운,2023-06-24,8329,4348,3981
테크노파크,2023-06-24,20228,9924,10304
지식정보단지,2023-06-24,4537,2328,2209
인천대입구,2023-06-24,13043,6530,6513
센트럴파크(재외동포청),2023-06-24,8374,4120,4254
국제업무지구,2023-06-24,1830,974,856
송도달빛축제공원,2023-06-24,8218,4252,3966
계양,2023-06-25,4890,2240,2650
귤현,2023-06-25,1162,554,608
박촌,2023-06-25,4259,2181,2078
임학,2023-06-25,8846,4443,4403
계산,2023-06-25,14093,7034,7059
경인교대입구,2023-06-25,7367,3683,3684
작전,2023-06-25,14680,7563,7117
갈산,2023-06-25,6559,3379,3180
부평구청,2023-06-25,7633,3668,3965
부평시장,2023-06-25,15006,7423,7583
부평,2023-06-25,8861,4714,4147
동수,2023-06-25,4223,2126,2097
부평삼거리,2023-06-25,3254,1616,1638
간석오거리,2023-06-25,12156,6374,5782
인천시청,2023-06-25,5368,2703,2665
예술회관,2023-06-25,12123,5809,6314
인천터미널,2023-06-25,23710,12236,11474
문학경기장,2023-06-25,7748,3833,3915
선학,2023-06-25,7866,3950,3916
신연수,2023-06-25,4580,2316,2264
원인재,2023-06-25,3166,1671,1495
동춘,2023-06-25,9879,4879,5000
동막,2023-06-25,4776,2466,2310
캠퍼스타운,2023-06-25,5725,2919,2806
테크노파크,2023-06-25,15733,7745,7988
지식정보단지,2023-06-25,2964,1493,1471
인천대입구,2023-06-25,9173,4482,4691
센트럴파크(재외동포청),2023-06-25,4860,2409,2451
국제업무지구,2023-06-25,747,398,349
송도달빛축제공원,2023-06-25,6078,2996,3082
계양,2023-06-26,7021,3575,3446
귤현,2023-06-26,2269,889,1380
박촌,2023-06-26,7393,3869,3524
임학,2023-06-26,15030,7628,7402
계산,2023-06-26,18412,9374,9038
경인교대입구,2023-06-26,10281,5123,5158
작전,2023-06-26,25971,13213,12758
갈산,2023-06-26,18525,9312,9213
부평구청,2023-06-26,12861,6359,6502
부평시장,2023-06-26,25185,12642,12543
부평,2023-06-26,11786,6037,5749
동수,2023-06-26,7999,4108,3891
부평삼거리,2023-06-26,4901,2500,2401
간석오거리,2023-06-26,20411,10631,9780
인천시청,2023-06-26,10547,5334,5213
예술회관,2023-06-26,22136,10959,11177
인천터미널,2023-06-26,23667,11565,12102
문학경기장,2023-06-26,2947,1479,1468
선학,2023-06-26,11479,5672,5807
신연수,2023-06-26,10593,5391,5202
원인재,2023-06-26,5647,3001,2646
동춘,2023-06-26,19346,9487,9859
동막,2023-06-26,10160,5384,4776
캠퍼스타운,2023-06-26,10832,5438,5394
테크노파크,2023-06-26,19261,9602,9659
지식정보단지,2023-06-26,9447,4578,4869
인천대입구,2023-06-26,12419,6126,6293
센트럴파크(재외동포청),2023-06-26,6605,3374,3231
국제업무지구,2023-06-26,3066,1562,1504
송도달빛축제공원,2023-06-26,8901,4419,4482
계양,2023-06-27,7745,3906,3839
귤현,2023-06-27,2439,953,1486
박촌,2023-06-27,7869,4158,3711
임학,2023-06-27,16291,8209,8082
계산,2023-06-27,20004,10201,9803
경인교대입구,2023-06-27,11011,5499,5512
작전,2023-06-27,27692,14133,13559
갈산,2023-06-27,19357,9794,9563
부평구청,2023-06-27,14142,6999,7143
부평시장,2023-06-27,27471,13689,13782
부평,2023-06-27,12618,6417,6201
동수,2023-06-27,8733,4464,4269
부평삼거리,2023-06-27,5448,2772,2676
간석오거리,2023-06-27,22103,11558,10545
인천시청,2023-06-27,11417,5847,5570
예술회관,2023-06-27,23966,11712,12254
인천터미널,2023-06-27,26322,12962,13360
문학경기장,2023-06-27,9945,4812,5133
선학,2023-06-27,12343,6177,6166
신연수,2023-06-27,11277,5789,5488
원인재,2023-06-27,6242,3373,2869
동춘,2023-06-27,21086,10345,10741
동막,2023-06-27,11107,5838,5269
캠퍼스타운,2023-06-27,11830,5904,5926
테크노파크,2023-06-27,21417,10666,10751
지식정보단지,2023-06-27,10208,4985,5223
인천대입구,2023-06-27,13305,6601,6704
센트럴파크(재외동포청),2023-06-27,7744,3868,3876
국제업무지구,2023-06-27,3542,1829,1713
송도달빛축제공원,2023-06-27,10160,5066,5094
계양,2023-06-28,7865,3974,3891
귤현,2023-06-28,2519,990,1529
박촌,2023-06-28,8111,4294,3817
임학,2023-06-28,16279,8210,8069
계산,2023-06-28,20160,10242,9918
경인교대입구,2023-06-28,11080,5624,5456
작전,2023-06-28,28112,14259,13853
갈산,2023-06-28,19495,9874,9621
부평구청,2023-06-28,14059,6971,7088
부평시장,2023-06-28,27476,13658,13818
부평,2023-06-28,13169,6682,6487
동수,2023-06-28,8644,4366,4278
부평삼거리,2023-06-28,5495,2765,2730
간석오거리,2023-06-28,22239,11651,10588
인천시청,2023-06-28,11537,5778,5759
예술회관,2023-06-28,25251,12287,12964
인천터미널,2023-06-28,26607,13147,13460
문학경기장,2023-06-28,9737,4681,5056
선학,2023-06-28,12654,6311,6343
신연수,2023-06-28,11255,5717,5538
원인재,2023-06-28,5918,3164,2754
동춘,2023-06-28,21026,10266,10760
동막,2023-06-28,10922,5852,5070
캠퍼스타운,2023-06-28,11956,5997,5959
테크노파크,2023-06-28,21045,10452,10593
지식정보단지,2023-06-28,10078,4934,5144
인천대입구,2023-06-28,13871,6869,7002
센트럴파크(재외동포청),2023-06-28,7696,3841,3855
국제업무지구,2023-06-28,3410,1749,1661
송도달빛축제공원,2023-06-28,10377,5215,5162
계양,2023-06-29,6907,3462,3445
귤현,2023-06-29,2258,852,1406
박촌,2023-06-29,7236,3796,3440
임학,2023-06-29,14620,7371,7249
계산,2023-06-29,17845,9091,8754
경인교대입구,2023-06-29,9859,4941,4918
작전,2023-06-29,25083,12748,12335
갈산,2023-06-29,18076,9034,9042
부평구청,2023-06-29,12338,6104,6234
부평시장,2023-06-29,23659,11913,11746
부평,2023-06-29,11294,5795,5499
동수,2023-06-29,7909,4028,3881
부평삼거리,2023-06-29,4537,2294,2243
간석오거리,2023-06-29,19389,10140,9249
인천시청,2023-06-29,10213,5226,4987
예술회관,2023-06-29,22165,10877,11288
인천터미널,2023-06-29,22372,11036,11336
문학경기장,2023-06-29,3167,1599,1568
선학,2023-06-29,11116,5547,5569
신연수,2023-06-29,10019,5114,4905
원인재,2023-06-29,5157,2813,2344
동춘,2023-06-29,18474,8988,9486
동막,2023-06-29,10137,5313,4824
캠퍼스타운,2023-06-29,10283,5175,5108
테크노파크,2023-06-29,18999,9359,9640
지식정보단지,2023-06-29,9268,4488,4780
인천대입구,2023-06-29,12055,5952,6103
센트럴파크(재외동포청),2023-06-29,6764,3339,3425
국제업무지구,2023-06-29,3168,1618,1550
송도달빛축제공원,2023-06-29,8673,4341,4332
계양,2023-06-30,8041,4078,3963
귤현,2023-06-30,2564,1022,1542
박촌,2023-06-30,8222,4342,3880
임학,2023-06-30,16709,8457,8252
계산,2023-06-30,20726,10594,10132
경인교대입구,2023-06-30,11264,5642,5622
작전,2023-06-30,28966,14803,14163
갈산,2023-06-30,19350,9824,9526
부평구청,2023-06-30,14091,6900,7191
부평시장,2023-06-30,27703,13834,13869
부평,2023-06-30,14043,6885,7158
동수,2023-06-30,8357,4295,4062
부평삼거리,2023-06-30,5435,2811,2624
간석오거리,2023-06-30,22147,11589,10558
인천시청,2023-06-30,11342,5783,5559
예술회관,2023-06-30,25631,12111,13520
인천터미널,2023-06-30,29908,14651,15257
문학경기장,2023-06-30,3544,1812,1732
선학,2023-06-30,13114,6665,6449
신연수,2023-06-30,11287,5775,5512
원인재,2023-06-30,6326,3343,2983
동춘,2023-06-30,21783,10636,11147
동막,2023-06-30,11112,5910,5202
캠퍼스타운,2023-06-30,12027,6124,5903
테크노파크,2023-06-30,22583,11154,11429
지식정보단지,2023-06-30,10016,4903,5113
인천대입구,2023-06-30,13729,6823,6906
센트럴파크(재외동포청),2023-06-30,8509,4226,4283
국제업무지구,2023-06-30,3422,1724,1698
송도달빛축제공원,2023-06-30,10448,5289,5159
계양,2023-07-01,6115,2931,3184
귤현,2023-07-01,1634,779,855
박촌,2023-07-01,5319,2816,2503
임학,2023-07-01,11591,5880,5711
계산,2023-07-01,17098,8585,8513
경인교대입구,2023-07-01,8796,4342,4454
작전,2023-07-01,20244,10446,9798
갈산,2023-07-01,9145,4794,4351
부평구청,2023-07-01,9828,4807,5021
부평시장,2023-07-01,18172,9104,9068
부평,2023-07-01,12594,6324,6270
동수,2023-07-01,5455,2782,2673
부평삼거리,2023-07-01,3829,1910,1919
간석오거리,2023-07-01,16249,8537,7712
인천시청,2023-07-01,6891,3536,3355
예술회관,2023-07-01,17766,8329,9437
인천터미널,2023-07-01,27003,13040,13963
문학경기장,2023-07-01,2427,1212,1215
선학,2023-07-01,9926,5024,4902
신연수,2023-07-01,6177,3239,2938
원인재,2023-07-01,3612,1946,1666
동춘,2023-07-01,15895,7878,8017
동막,2023-07-01,6405,3352,3053
캠퍼스타운,2023-07-01,7670,4003,3667
테크노파크,2023-07-01,18978,9380,9598
지식정보단지,2023-07-01,4247,2167,2080
인천대입구,2023-07-01,10250,5109,5141
센트럴파크(재외동포청),2023-07-01,7834,3807,4027
국제업무지구,2023-07-01,1684,900,784
송도달빛축제공원,2023-07-01,7854,3932,3922
계양,2023-07-02,4394,2048,2346
귤현,2023-07-02,1135,504,631
박촌,2023-07-02,4026,2027,1999
임학,2023-07-02,8640,4303,4337
계산,2023-07-02,13067,6453,6614
경인교대입구,2023-07-02,6972,3504,3468
작전,2023-07-02,14083,7157,6926
갈산,2023-07-02,6348,3231,3117
부평구청,2023-07-02,7055,3441,3614
부평시장,2023-07-02,14296,7117,7179
부평,2023-07-02,8623,4552,4071
동수,2023-07-02,4056,2098,1958
부평삼거리,2023-07-02,3161,1584,1577
간석오거리,2023-07-02,12092,6242,5850
인천시청,2023-07-02,5164,2624,2540
예술회관,2023-07-02,11523,5582,5941
인천터미널,2023-07-02,21836,11091,10745
문학경기장,2023-07-02,1169,567,602
선학,2023-07-02,7869,3833,4036
신연수,2023-07-02,4289,2205,2084
원인재,2023-07-02,2554,1312,1242
동춘,2023-07-02,11784,5828,5956
동막,2023-07-02,4248,2210,2038
캠퍼스타운,2023-07-02,5514,2749,2765
테크노파크,2023-07-02,14792,7263,7529
지식정보단지,2023-07-02,2990,1489,1501
인천대입구,2023-07-02,7841,3761,4080
센트럴파크(재외동포청),2023-07-02,5618,2762,2856
국제업무지구,2023-07-02,755,384,371
송도달빛축제공원,2023-07-02,6353,3155,3198
계양,2023-07-03,7313,3689,3624
귤현,2023-07-03,2386,941,1445
박촌,2023-07-03,7695,4048,3647
임학,2023-07-03,15582,7906,7676
계산,2023-07-03,19692,9961,9731
경인교대입구,2023-07-03,10614,5314,5300
작전,2023-07-03,27185,13826,13359
갈산,2023-07-03,19055,9720,9335
부평구청,2023-07-03,13715,6809,6906
부평시장,2023-07-03,26277,13233,13044
부평,2023-07-03,12725,6480,6245
동수,2023-07-03,8282,4223,4059
부평삼거리,2023-07-03,4984,2526,2458
간석오거리,2023-07-03,21319,11185,10134
인천시청,2023-07-03,10577,5370,5207
예술회관,2023-07-03,23438,11521,11917
인천터미널,2023-07-03,25431,12522,12909
문학경기장,2023-07-03,3518,1764,1754
선학,2023-07-03,11941,5974,5967
신연수,2023-07-03,11009,5570,5439
원인재,2023-07-03,5619,3038,2581
동춘,2023-07-03,20106,9730,10376
동막,2023-07-03,10780,5732,5048
캠퍼스타운,2023-07-03,11602,5838,5764
테크노파크,2023-07-03,20845,10310,10535
지식정보단지,2023-07-03,9811,4772,5039
인천대입구,2023-07-03,13317,6559,6758
센트럴파크(재외동포청),2023-07-03,7218,3630,3588
국제업무지구,2023-07-03,3521,1808,1713
송도달빛축제공원,2023-07-03,9854,4955,4899
계양,2023-07-04,7076,3585,3491
귤현,2023-07-04,2254,892,1362
박촌,2023-07-04,7706,4022,3684
임학,2023-07-04,15056,7565,7491
계산,2023-07-04,18231,9308,8923
경인교대입구,2023-07-04,10127,5129,4998
작전,2023-07-04,25967,13100,12867
갈산,2023-07-04,18578,9411,9167
부평구청,2023-07-04,12917,6394,6523
부평시장,2023-07-04,25035,12544,12491
부평,2023-07-04,12308,6298,6010
동수,2023-07-04,8276,4164,4112
부평삼거리,2023-07-04,4704,2416,2288
간석오거리,2023-07-04,20471,10632,9839
인천시청,2023-07-04,10283,5193,5090
예술회관,2023-07-04,22422,11089,11333
인천터미널,2023-07-04,23178,11566,11612
문학경기장,2023-07-04,3519,1766,1753
선학,2023-07-04,11242,5577,5665
신연수,2023-07-04,10458,5313,5145
원인재,2023-07-04,5205,2825,2380
동춘,2023-07-04,18673,9040,9633
동막,2023-07-04,10481,5558,4923
캠퍼스타운,2023-07-04,10895,5479,5416
테크노파크,2023-07-04,20178,10097,10081
지식정보단지,2023-07-04,9586,4584,5002
인천대입구,2023-07-04,12625,6234,6391
센트럴파크(재외동포청),2023-07-04,6718,3302,3416
국제업무지구,2023-07-04,3450,1756,1694
송도달빛축제공원,2023-07-04,8843,4446,4397
계양,2023-07-05,7511,3774,3737
귤현,2023-07-05,2476,975,1501
박촌,2023-07-05,8147,4314,3833
임학,2023-07-05,16143,8222,7921
계산,2023-07-05,20419,10349,10070
경인교대입구,2023-07-05,11035,5510,5525
작전,2023-07-05,27928,14199,13729
갈산,2023-07-05,19443,9874,9569
부평구청,2023-07-05,13997,6951,7046
부평시장,2023-07-05,27028,13512,13516
부평,2023-07-05,13686,6963,6723
동수,2023-07-05,8615,4374,4241
부평삼거리,2023-07-05,5168,2686,2482
간석오거리,2023-07-05,22289,11583,10706
인천시청,2023-07-05,11591,5954,5637
예술회관,2023-07-05,24797,12151,12646
인천터미널,2023-07-05,25768,12633,13135
문학경기장,2023-07-05,12354,6025,6329
선학,2023-07-05,12725,6387,6338
신연수,2023-07-05,11120,5658,5462
원인재,2023-07-05,5964,3226,2738
동춘,2023-07-05,21414,10543,10871
동막,2023-07-05,11256,5954,5302
캠퍼스타운,2023-07-05,12097,6114,5983
테크노파크,2023-07-05,22097,10953,11144
지식정보단지,2023-07-05,10001,4856,5145
인천대입구,2023-07-05,13938,6917,7021
센트럴파크(재외동포청),2023-07-05,7976,3972,4004
국제업무지구,2023-07-05,3485,1783,1702
송도달빛축제공원,2023-07-05,10605,5184,5421
계양,2023-07-06,7945,3976,3969
귤현,2023-07-06,2436,1001,1435
박촌,2023-07-06,7892,4144,3748
임학,2023-07-06,16567,8359,8208
계산,2023-07-06,20447,10395,10052
경인교대입구,2023-07-06,10852,5426,5426
작전,2023-07-06,28064,14327,13737
갈산,2023-07-06,19526,9903,9623
부평구청,2023-07-06,14390,7062,7328
부평시장,2023-07-06,26993,13497,13496
부평,2023-07-06,13680,7046,6634
동수,2023-07-06,8560,4357,4203
부평삼거리,2023-07-06,5453,2778,2675
간석오거리,2023-07-06,22381,11730,10651
인천시청,2023-07-06,11380,5712,5668
예술회관,2023-07-06,24006,11722,12284
인천터미널,2023-07-06,26812,13244,13568
문학경기장,2023-07-06,15587,7526,8061
선학,2023-07-06,12413,6117,6296
신연수,2023-07-06,11185,5701,5484
원인재,2023-07-06,5932,3190,2742
동춘,2023-07-06,21544,10556,10988
동막,2023-07-06,11694,6130,5564
캠퍼스타운,2023-07-06,12303,6159,6144
테크노파크,2023-07-06,22715,11342,11373
지식정보단지,2023-07-06,10365,5121,5244
인천대입구,2023-07-06,14897,7427,7470
센트럴파크(재외동포청),2023-07-06,8130,4014,4116
국제업무지구,2023-07-06,3608,1840,1768
송도달빛축제공원,2023-07-06,10658,5353,5305
계양,2023-07-07,7683,3890,3793
귤현,2023-07-07,2510,1039,1471
박촌,2023-07-07,8256,4372,3884
임학,2023-07-07,16867,8532,8335
계산,2023-07-07,20995,10735,10260
경인교대입구,2023-07-07,11156,5597,5559
작전,2023-07-07,28844,14747,14097
갈산,2023-07-07,19485,9912,9573
부평구청,2023-07-07,14110,6971,7139
부평시장,2023-07-07,27374,13760,13614
부평,2023-07-07,14832,7441,7391
동수,2023-07-07,8566,4403,4163
부평삼거리,2023-07-07,5261,2697,2564
간석오거리,2023-07-07,22676,11883,10793
인천시청,2023-07-07,11551,5870,5681
예술회관,2023-07-07,26290,12559,13731
인천터미널,2023-07-07,30930,14811,16119
문학경기장,2023-07-07,3759,1904,1855
선학,2023-07-07,13223,6705,6518
신연수,2023-07-07,11648,6006,5642
원인재,2023-07-07,5987,3162,2825
동춘,2023-07-07,22126,10825,11301
동막,2023-07-07,12234,6504,5730
캠퍼스타운,2023-07-07,12745,6451,6294
테크노파크,2023-07-07,23400,11638,11762
지식정보단지,2023-07-07,10109,4985,5124
인천대입구,2023-07-07,15793,7868,7925
센트럴파크(재외동포청),2023-07-07,8860,4432,4428
국제업무지구,2023-07-07,3666,1772,1894
송도달빛축제공원,2023-07-07,10581,5497,5084
계양,2023-07-08,6292,3057,3235
귤현,2023-07-08,1578,682,896
박촌,2023-07-08,5577,2921,2656
임학,2023-07-08,12160,6268,5892
계산,2023-07-08,17397,8723,8674
경인교대입구,2023-07-08,8890,4554,4336
작전,2023-07-08,21304,10925,10379
갈산,2023-07-08,9523,4993,4530
부평구청,2023-07-08,10238,5022,5216
부평시장,2023-07-08,18835,9357,9478
부평,2023-07-08,13567,6905,6662
동수,2023-07-08,5661,2890,2771
부평삼거리,2023-07-08,4060,2022,2038
간석오거리,2023-07-08,16565,8729,7836
인천시청,2023-07-08,7528,3927,3601
예술회관,2023-07-08,19424,9229,10195
인천터미널,2023-07-08,27452,13328,14124
문학경기장,2023-07-08,2800,1342,1458
선학,2023-07-08,10433,5215,5218
신연수,2023-07-08,6292,3300,2992
원인재,2023-07-08,3945,2076,1869
동춘,2023-07-08,16191,7977,8214
동막,2023-07-08,6797,3522,3275
캠퍼스타운,2023-07-08,8098,4187,3911
테크노파크,2023-07-08,20545,10076,10469
