역명,일자, 이용인원 , 승차인원 , 하차인원 
인천대입구,2024-03-14,20023,10049,9974
센트럴파크(재외동포청),2024-03-14,8495,4159,4336
국제업무지구,2024-03-14,4229,2143,2086
송도달빛축제공원,2024-03-14,11158,5610,5548
계양,2024-03-15,8518,4232,4286
귤현,2024-03-15,2589,1007,1582
박촌,2024-03-15,8456,4456,4000
임학,2024-03-15,17615,8792,8823
계산,2024-03-15,22156,11189,10967
경인교대입구,2024-03-15,11938,6062,5876
작전,2024-03-15,30232,15315,14917
갈산,2024-03-15,20027,10240,9787
부평구청,2024-03-15,14614,7189,7425
부평시장,2024-03-15,28721,14287,14434
부평,2024-03-15,15279,7485,7794
동수,2024-03-15,8534,4350,4184
부평삼거리,2024-03-15,5723,2922,2801
간석오거리,2024-03-15,22360,11737,10623
인천시청,2024-03-15,11844,5967,5877
예술회관,2024-03-15,25992,12501,13491
인천터미널,2024-03-15,32250,15772,16478
문학경기장,2024-03-15,6038,3089,2949
선학,2024-03-15,13672,6892,6780
신연수,2024-03-15,11963,6162,5801
원인재,2024-03-15,6197,3308,2889
동춘,2024-03-15,21771,10551,11220
동막,2024-03-15,11218,5975,5243
캠퍼스타운,2024-03-15,13629,7085,6544
테크노파크,2024-03-15,23785,11984,11801
지식정보단지,2024-03-15,11220,5499,5721
인천대입구,2024-03-15,19106,9756,9350
센트럴파크(재외동포청),2024-03-15,8558,4210,4348
국제업무지구,2024-03-15,4220,2152,2068
송도달빛축제공원,2024-03-15,11574,5798,5776
계양,2024-03-16,6843,3272,3571
귤현,2024-03-16,1604,747,857
박촌,2024-03-16,6050,3182,2868
임학,2024-03-16,13342,6819,6523
계산,2024-03-16,19441,9602,9839
경인교대입구,2024-03-16,9426,4773,4653
작전,2024-03-16,23607,12113,11494
갈산,2024-03-16,10606,5504,5102
부평구청,2024-03-16,10669,5266,5403
부평시장,2024-03-16,20459,10383,10076
부평,2024-03-16,14317,6994,7323
동수,2024-03-16,5437,2777,2660
부평삼거리,2024-03-16,4299,2139,2160
간석오거리,2024-03-16,16962,8787,8175
인천시청,2024-03-16,7903,4129,3774
예술회관,2024-03-16,18665,8791,9874
인천터미널,2024-03-16,30076,14750,15326
문학경기장,2024-03-16,7962,3854,4108
선학,2024-03-16,11071,5564,5507
신연수,2024-03-16,6679,3510,3169
원인재,2024-03-16,3971,2113,1858
동춘,2024-03-16,16240,8053,8187
동막,2024-03-16,6895,3638,3257
캠퍼스타운,2024-03-16,9230,4704,4526
테크노파크,2024-03-16,20364,10084,10280
지식정보단지,2024-03-16,4422,2259,2163
인천대입구,2024-03-16,11956,6118,5838
센트럴파크(재외동포청),2024-03-16,8406,4085,4321
국제업무지구,2024-03-16,2061,1084,977
송도달빛축제공원,2024-03-16,9176,4704,4472
계양,2024-03-17,4793,2267,2526
귤현,2024-03-17,1170,571,599
박촌,2024-03-17,4321,2289,2032
임학,2024-03-17,9324,4817,4507
계산,2024-03-17,14234,7122,7112
경인교대입구,2024-03-17,7521,3763,3758
작전,2024-03-17,15338,7862,7476
갈산,2024-03-17,7020,3570,3450
부평구청,2024-03-17,7458,3661,3797
부평시장,2024-03-17,14941,7477,7464
부평,2024-03-17,9770,5129,4641
동수,2024-03-17,4208,2159,2049
부평삼거리,2024-03-17,3526,1762,1764
간석오거리,2024-03-17,12732,6574,6158
인천시청,2024-03-17,5821,2949,2872
예술회관,2024-03-17,12287,5969,6318
인천터미널,2024-03-17,24226,12323,11903
문학경기장,2024-03-17,6653,3316,3337
선학,2024-03-17,8355,4128,4227
신연수,2024-03-17,4841,2415,2426
원인재,2024-03-17,2503,1297,1206
동춘,2024-03-17,11621,5749,5872
동막,2024-03-17,4391,2333,2058
캠퍼스타운,2024-03-17,6891,3210,3681
테크노파크,2024-03-17,15503,7613,7890
지식정보단지,2024-03-17,2957,1462,1495
인천대입구,2024-03-17,8397,3966,4431
센트럴파크(재외동포청),2024-03-17,5018,2451,2567
국제업무지구,2024-03-17,841,438,403
송도달빛축제공원,2024-03-17,6422,3163,3259
계양,2024-03-18,8044,3992,4052
귤현,2024-03-18,2538,1023,1515
박촌,2024-03-18,8259,4277,3982
임학,2024-03-18,16614,8365,8249
계산,2024-03-18,21949,11221,10728
경인교대입구,2024-03-18,11852,5924,5928
작전,2024-03-18,29145,14730,14415
갈산,2024-03-18,19417,9887,9530
부평구청,2024-03-18,13687,6687,7000
부평시장,2024-03-18,27456,13836,13620
부평,2024-03-18,12987,6478,6509
동수,2024-03-18,8361,4212,4149
부평삼거리,2024-03-18,5436,2788,2648
간석오거리,2024-03-18,22125,11514,10611
인천시청,2024-03-18,11154,5593,5561
예술회관,2024-03-18,23806,11814,11992
인천터미널,2024-03-18,26925,13077,13848
문학경기장,2024-03-18,5961,2921,3040
선학,2024-03-18,12157,6089,6068
신연수,2024-03-18,12039,6049,5990
원인재,2024-03-18,5670,3008,2662
동춘,2024-03-18,20225,9901,10324
동막,2024-03-18,11111,5918,5193
캠퍼스타운,2024-03-18,13107,6525,6582
테크노파크,2024-03-18,21822,10954,10868
지식정보단지,2024-03-18,11146,5412,5734
인천대입구,2024-03-18,19636,9739,9897
센트럴파크(재외동포청),2024-03-18,7580,3835,3745
국제업무지구,2024-03-18,4018,2036,1982
송도달빛축제공원,2024-03-18,10889,5500,5389
계양,2024-03-19,8183,4100,4083
귤현,2024-03-19,2506,981,1525
박촌,2024-03-19,8311,4339,3972
임학,2024-03-19,16464,8268,8196
계산,2024-03-19,21000,10641,10359
경인교대입구,2024-03-19,11579,5785,5794
작전,2024-03-19,28736,14544,14192
갈산,2024-03-19,19990,10113,9877
부평구청,2024-03-19,13925,6785,7140
부평시장,2024-03-19,27390,13721,13669
부평,2024-03-19,12762,6335,6427
동수,2024-03-19,8458,4300,4158
부평삼거리,2024-03-19,5255,2630,2625
간석오거리,2024-03-19,22228,11522,10706
인천시청,2024-03-19,11324,5687,5637
예술회관,2024-03-19,24319,12063,12256
인천터미널,2024-03-19,25830,12710,13120
문학경기장,2024-03-19,4710,2288,2422
선학,2024-03-19,12380,6172,6208
신연수,2024-03-19,12070,6159,5911
원인재,2024-03-19,5836,3170,2666
동춘,2024-03-19,20261,9937,10324
동막,2024-03-19,10999,5763,5236
캠퍼스타운,2024-03-19,12572,6378,6194
테크노파크,2024-03-19,21893,10972,10921
지식정보단지,2024-03-19,11174,5410,5764
인천대입구,2024-03-19,20056,10045,10011
센트럴파크(재외동포청),2024-03-19,7603,3779,3824
국제업무지구,2024-03-19,4279,2179,2100
송도달빛축제공원,2024-03-19,10713,5342,5371
계양,2024-03-20,8175,4097,4078
귤현,2024-03-20,2579,1009,1570
박촌,2024-03-20,8586,4485,4101
임학,2024-03-20,17155,8645,8510
계산,2024-03-20,22120,11182,10938
경인교대입구,2024-03-20,11956,5974,5982
작전,2024-03-20,29463,14922,14541
갈산,2024-03-20,20088,10276,9812
부평구청,2024-03-20,13933,6871,7062
부평시장,2024-03-20,27249,13694,13555
부평,2024-03-20,13510,6738,6772
동수,2024-03-20,8611,4354,4257
부평삼거리,2024-03-20,5204,2616,2588
간석오거리,2024-03-20,22488,11697,10791
인천시청,2024-03-20,11644,5871,5773
예술회관,2024-03-20,24778,12194,12584
인천터미널,2024-03-20,26366,12985,13381
문학경기장,2024-03-20,3649,1850,1799
선학,2024-03-20,12859,6438,6421
신연수,2024-03-20,12316,6316,6000
원인재,2024-03-20,6079,3289,2790
동춘,2024-03-20,20658,10056,10602
동막,2024-03-20,11205,5923,5282
캠퍼스타운,2024-03-20,12971,6630,6341
테크노파크,2024-03-20,22635,11412,11223
지식정보단지,2024-03-20,11438,5534,5904
인천대입구,2024-03-20,20221,10084,10137
센트럴파크(재외동포청),2024-03-20,7836,3932,3904
국제업무지구,2024-03-20,4241,2148,2093
송도달빛축제공원,2024-03-20,10991,5448,5543
계양,2024-03-21,8367,4129,4238
귤현,2024-03-21,2632,1035,1597
박촌,2024-03-21,8650,4518,4132
임학,2024-03-21,17107,8634,8473
계산,2024-03-21,22325,11250,11075
경인교대입구,2024-03-21,11992,6094,5898
작전,2024-03-21,29755,15069,14686
갈산,2024-03-21,20009,10154,9855
부평구청,2024-03-21,14354,6963,7391
부평시장,2024-03-21,28431,14161,14270
부평,2024-03-21,13775,6888,6887
동수,2024-03-21,8608,4315,4293
부평삼거리,2024-03-21,5460,2753,2707
간석오거리,2024-03-21,22349,11661,10688
인천시청,2024-03-21,11791,5978,5813
예술회관,2024-03-21,25223,12442,12781
인천터미널,2024-03-21,27592,13708,13884
문학경기장,2024-03-21,4008,2113,1895
선학,2024-03-21,12570,6266,6304
신연수,2024-03-21,12153,6110,6043
원인재,2024-03-21,6267,3312,2955
동춘,2024-03-21,20921,10277,10644
동막,2024-03-21,10924,5800,5124
캠퍼스타운,2024-03-21,13568,7178,6390
테크노파크,2024-03-21,22763,11529,11234
지식정보단지,2024-03-21,11556,5572,5984
인천대입구,2024-03-21,20653,10510,10143
센트럴파크(재외동포청),2024-03-21,8035,3960,4075
국제업무지구,2024-03-21,4215,2168,2047
송도달빛축제공원,2024-03-21,11178,5568,5610
계양,2024-03-22,8140,4065,4075
귤현,2024-03-22,2531,988,1543
박촌,2024-03-22,8494,4409,4085
임학,2024-03-22,17133,8587,8546
계산,2024-03-22,21278,10811,10467
경인교대입구,2024-03-22,11494,5786,5708
작전,2024-03-22,29397,14929,14468
갈산,2024-03-22,19879,10144,9735
부평구청,2024-03-22,14098,6891,7207
부평시장,2024-03-22,27742,13742,14000
부평,2024-03-22,14738,7180,7558
동수,2024-03-22,8341,4290,4051
부평삼거리,2024-03-22,4977,2521,2456
간석오거리,2024-03-22,22148,11575,10573
인천시청,2024-03-22,11701,5966,5735
예술회관,2024-03-22,25769,12506,13263
인천터미널,2024-03-22,30605,15061,15544
문학경기장,2024-03-22,3922,2008,1914
선학,2024-03-22,13104,6561,6543
신연수,2024-03-22,11496,5866,5630
원인재,2024-03-22,6211,3266,2945
동춘,2024-03-22,21461,10443,11018
동막,2024-03-22,11190,5962,5228
캠퍼스타운,2024-03-22,13608,7187,6421
테크노파크,2024-03-22,22987,11559,11428
지식정보단지,2024-03-22,10855,5301,5554
인천대입구,2024-03-22,18662,9475,9187
센트럴파크(재외동포청),2024-03-22,8726,4321,4405
국제업무지구,2024-03-22,4116,2101,2015
송도달빛축제공원,2024-03-22,11098,5563,5535
계양,2024-03-23,6732,3244,3488
귤현,2024-03-23,1574,749,825
박촌,2024-03-23,6067,3200,2867
임학,2024-03-23,13944,7137,6807
계산,2024-03-23,19217,9529,9688
경인교대입구,2024-03-23,9579,4824,4755
작전,2024-03-23,23675,12131,11544
갈산,2024-03-23,10820,5657,5163
부평구청,2024-03-23,10812,5287,5525
부평시장,2024-03-23,20100,10065,10035
부평,2024-03-23,14771,7082,7689
동수,2024-03-23,5711,2947,2764
부평삼거리,2024-03-23,4478,2233,2245
간석오거리,2024-03-23,17733,9241,8492
인천시청,2024-03-23,8175,4247,3928
예술회관,2024-03-23,19477,9284,10193
인천터미널,2024-03-23,31805,15836,15969
문학경기장,2024-03-23,19948,8998,10950
선학,2024-03-23,11597,6007,5590
신연수,2024-03-23,6959,3635,3324
원인재,2024-03-23,3988,2096,1892
동춘,2024-03-23,16383,8144,8239
동막,2024-03-23,6784,3619,3165
캠퍼스타운,2024-03-23,9223,4822,4401
테크노파크,2024-03-23,20282,9949,10333
지식정보단지,2024-03-23,4510,2330,2180
인천대입구,2024-03-23,12049,6095,5954
센트럴파크(재외동포청),2024-03-23,8106,3938,4168
국제업무지구,2024-03-23,1903,1000,903
송도달빛축제공원,2024-03-23,9233,4687,4546
계양,2024-03-24,5572,2683,2889
귤현,2024-03-24,1223,586,637
박촌,2024-03-24,4529,2342,2187
임학,2024-03-24,9510,4892,4618
계산,2024-03-24,15252,7485,7767
경인교대입구,2024-03-24,7756,3858,3898
작전,2024-03-24,16057,8208,7849
갈산,2024-03-24,7430,3846,3584
부평구청,2024-03-24,7986,3964,4022
부평시장,2024-03-24,15688,7848,7840
부평,2024-03-24,10663,5463,5200
동수,2024-03-24,4297,2167,2130
부평삼거리,2024-03-24,4088,2055,2033
간석오거리,2024-03-24,13025,6849,6176
인천시청,2024-03-24,5871,3041,2830
예술회관,2024-03-24,13029,6308,6721
인천터미널,2024-03-24,25887,13235,12652
문학경기장,2024-03-24,17154,8454,8700
선학,2024-03-24,8863,4412,4451
신연수,2024-03-24,4858,2452,2406
원인재,2024-03-24,2806,1470,1336
동춘,2024-03-24,10037,5043,4994
동막,2024-03-24,4610,2343,2267
캠퍼스타운,2024-03-24,7318,3486,3832
테크노파크,2024-03-24,16235,7972,8263
지식정보단지,2024-03-24,3048,1500,1548
인천대입구,2024-03-24,8730,4125,4605
센트럴파크(재외동포청),2024-03-24,6074,2997,3077
국제업무지구,2024-03-24,916,481,435
송도달빛축제공원,2024-03-24,7234,3637,3597
계양,2024-03-25,7722,3822,3900
귤현,2024-03-25,2461,978,1483
박촌,2024-03-25,7986,4173,3813
임학,2024-03-25,16397,8222,8175
계산,2024-03-25,21136,10792,10344
경인교대입구,2024-03-25,11700,5828,5872
작전,2024-03-25,28527,14459,14068
갈산,2024-03-25,19309,9788,9521
부평구청,2024-03-25,13331,6485,6846
부평시장,2024-03-25,26668,13336,13332
부평,2024-03-25,12638,6418,6220
동수,2024-03-25,8274,4180,4094
부평삼거리,2024-03-25,5038,2553,2485
간석오거리,2024-03-25,21431,11109,10322
인천시청,2024-03-25,11131,5590,5541
예술회관,2024-03-25,23779,11836,11943
인천터미널,2024-03-25,25172,12323,12849
문학경기장,2024-03-25,3569,1764,1805
선학,2024-03-25,12024,5970,6054
신연수,2024-03-25,11887,5989,5898
원인재,2024-03-25,5688,3031,2657
동춘,2024-03-25,19983,9739,10244
동막,2024-03-25,10599,5577,5022
캠퍼스타운,2024-03-25,12780,6403,6377
테크노파크,2024-03-25,21413,10716,10697
지식정보단지,2024-03-25,10888,5256,5632
인천대입구,2024-03-25,19117,9480,9637
센트럴파크(재외동포청),2024-03-25,7373,3671,3702
국제업무지구,2024-03-25,3974,2043,1931
송도달빛축제공원,2024-03-25,10273,5206,5067
계양,2024-03-26,8189,4078,4111
귤현,2024-03-26,2597,1021,1576
박촌,2024-03-26,8228,4258,3970
임학,2024-03-26,16783,8477,8306
계산,2024-03-26,20749,10547,10202
경인교대입구,2024-03-26,11852,5967,5885
작전,2024-03-26,29528,14956,14572
갈산,2024-03-26,19904,10153,9751
부평구청,2024-03-26,14210,6945,7265
부평시장,2024-03-26,27353,13666,13687
부평,2024-03-26,12819,6419,6400
동수,2024-03-26,8618,4353,4265
부평삼거리,2024-03-26,5432,2724,2708
간석오거리,2024-03-26,21995,11449,10546
인천시청,2024-03-26,12331,6157,6174
예술회관,2024-03-26,24517,12092,12425
인천터미널,2024-03-26,26236,12857,13379
문학경기장,2024-03-26,11072,5371,5701
선학,2024-03-26,12428,6205,6223
신연수,2024-03-26,12058,6097,5961
원인재,2024-03-26,5834,3152,2682
동춘,2024-03-26,20899,10236,10663
동막,2024-03-26,10717,5675,5042
캠퍼스타운,2024-03-26,12848,6563,6285
테크노파크,2024-03-26,22058,11104,10954
지식정보단지,2024-03-26,11065,5365,5700
인천대입구,2024-03-26,19961,10064,9897
센트럴파크(재외동포청),2024-03-26,7900,3919,3981
국제업무지구,2024-03-26,3960,2019,1941
송도달빛축제공원,2024-03-26,10875,5402,5473
계양,2024-03-27,8680,4346,4334
귤현,2024-03-27,2623,1010,1613
박촌,2024-03-27,8567,4488,4079
임학,2024-03-27,17239,8729,8510
계산,2024-03-27,22582,11548,11034
경인교대입구,2024-03-27,12086,6024,6062
작전,2024-03-27,30810,15619,15191
갈산,2024-03-27,20675,10504,10171
부평구청,2024-03-27,14642,7153,7489
부평시장,2024-03-27,28476,14264,14212
부평,2024-03-27,13673,6813,6860
동수,2024-03-27,8703,4390,4313
부평삼거리,2024-03-27,5814,2945,2869
간석오거리,2024-03-27,23035,11972,11063
인천시청,2024-03-27,11964,6021,5943
예술회관,2024-03-27,25660,12642,13018
인천터미널,2024-03-27,27373,13406,13967
문학경기장,2024-03-27,11299,5513,5786
선학,2024-03-27,13090,6567,6523
신연수,2024-03-27,12667,6438,6229
원인재,2024-03-27,6074,3241,2833
동춘,2024-03-27,21367,10453,10914
동막,2024-03-27,11295,6006,5289
캠퍼스타운,2024-03-27,13340,6771,6569
테크노파크,2024-03-27,22653,11402,11251
지식정보단지,2024-03-27,11466,5515,5951
인천대입구,2024-03-27,20234,10112,10122
센트럴파크(재외동포청),2024-03-27,8456,4311,4145
국제업무지구,2024-03-27,4153,2099,2054
송도달빛축제공원,2024-03-27,11204,5549,5655
계양,2024-03-28,8250,4110,4140
귤현,2024-03-28,2541,982,1559
박촌,2024-03-28,8161,4254,3907
임학,2024-03-28,16820,8468,8352
계산,2024-03-28,21189,10732,10457
경인교대입구,2024-03-28,12029,6098,5931
작전,2024-03-28,29123,14761,14362
갈산,2024-03-28,19872,10059,9813
부평구청,2024-03-28,14056,6910,7146
부평시장,2024-03-28,26884,13464,13420
부평,2024-03-28,13315,6730,6585
동수,2024-03-28,8514,4320,4194
부평삼거리,2024-03-28,5190,2635,2555
간석오거리,2024-03-28,21878,11449,10429
인천시청,2024-03-28,11531,5834,5697
예술회관,2024-03-28,24518,12085,12433
인천터미널,2024-03-28,26541,13188,13353
문학경기장,2024-03-28,12022,5815,6207
선학,2024-03-28,12948,6471,6477
신연수,2024-03-28,12014,6106,5908
원인재,2024-03-28,5904,3176,2728
동춘,2024-03-28,20805,10127,10678
동막,2024-03-28,10867,5793,5074
캠퍼스타운,2024-03-28,13570,7153,6417
테크노파크,2024-03-28,21326,10609,10717
지식정보단지,2024-03-28,11177,5393,5784
인천대입구,2024-03-28,19443,9713,9730
센트럴파크(재외동포청),2024-03-28,7982,3996,3986
국제업무지구,2024-03-28,4155,2103,2052
송도달빛축제공원,2024-03-28,10746,5393,5353
계양,2024-03-29,8285,4085,4200
귤현,2024-03-29,2396,976,1420
박촌,2024-03-29,7942,4171,3771
임학,2024-03-29,16722,8414,8308
계산,2024-03-29,21051,10745,10306
경인교대입구,2024-03-29,11308,5607,5701
작전,2024-03-29,29558,14838,14720
갈산,2024-03-29,19610,10023,9587
부평구청,2024-03-29,13874,6742,7132
부평시장,2024-03-29,26894,13449,13445
부평,2024-03-29,14611,7165,7446
동수,2024-03-29,8161,4151,4010
부평삼거리,2024-03-29,5322,2724,2598
간석오거리,2024-03-29,22078,11489,10589
인천시청,2024-03-29,11670,5946,5724
예술회관,2024-03-29,24751,11905,12846
인천터미널,2024-03-29,30415,14903,15512
문학경기장,2024-03-29,3679,1866,1813
선학,2024-03-29,13321,6680,6641
신연수,2024-03-29,11515,5889,5626
원인재,2024-03-29,6037,3232,2805
동춘,2024-03-29,21124,10275,10849
동막,2024-03-29,10839,5774,5065
캠퍼스타운,2024-03-29,13037,6858,6179
테크노파크,2024-03-29,21942,10966,10976
지식정보단지,2024-03-29,10737,5264,5473
인천대입구,2024-03-29,17872,9170,8702
센트럴파크(재외동포청),2024-03-29,8493,4200,4293
국제업무지구,2024-03-29,4135,2123,2012
송도달빛축제공원,2024-03-29,10922,5451,5471
계양,2024-03-30,6740,3223,3517
귤현,2024-03-30,1657,767,890
박촌,2024-03-30,5963,3141,2822
임학,2024-03-30,13168,6680,6488
계산,2024-03-30,19516,9850,9666
경인교대입구,2024-03-30,10319,5274,5045
작전,2024-03-30,22839,11760,11079
갈산,2024-03-30,10260,5305,4955
부평구청,2024-03-30,10081,4978,5103
부평시장,2024-03-30,20101,9970,10131
부평,2024-03-30,14262,7181,7081
동수,2024-03-30,5462,2815,2647
부평삼거리,2024-03-30,4363,2143,2220
간석오거리,2024-03-30,17028,8878,8150
인천시청,2024-03-30,8236,4185,4051
예술회관,2024-03-30,17975,8497,9478
인천터미널,2024-03-30,29411,14381,15030
문학경기장,2024-03-30,2967,1440,1527
선학,2024-03-30,11219,5696,5523
신연수,2024-03-30,6388,3334,3054
원인재,2024-03-30,3932,1990,1942
동춘,2024-03-30,16007,7957,8050
동막,2024-03-30,6960,3685,3275
캠퍼스타운,2024-03-30,9221,4854,4367
테크노파크,2024-03-30,19912,9920,9992
지식정보단지,2024-03-30,4470,2301,2169
인천대입구,2024-03-30,13051,6544,6507
센트럴파크(재외동포청),2024-03-30,9889,4850,5039
국제업무지구,2024-03-30,2194,1152,1042
송도달빛축제공원,2024-03-30,9022,4628,4394
계양,2024-03-31,5154,2397,2757
귤현,2024-03-31,1165,553,612
박촌,2024-03-31,4514,2371,2143
임학,2024-03-31,9623,4899,4724
계산,2024-03-31,15268,7574,7694
경인교대입구,2024-03-31,7875,3912,3963
작전,2024-03-31,16219,8297,7922
갈산,2024-03-31,7094,3629,3465
부평구청,2024-03-31,7567,3674,3893
부평시장,2024-03-31,15998,7945,8053
부평,2024-03-31,10092,5292,4800
동수,2024-03-31,4328,2181,2147
부평삼거리,2024-03-31,3631,1831,1800
간석오거리,2024-03-31,12966,6779,6187
인천시청,2024-03-31,5908,2978,2930
예술회관,2024-03-31,12890,6258,6632
인천터미널,2024-03-31,24349,12444,11905
문학경기장,2024-03-31,1609,851,758
선학,2024-03-31,8679,4268,4411
신연수,2024-03-31,5057,2597,2460
원인재,2024-03-31,3615,1867,1748
동춘,2024-03-31,11429,5647,5782
동막,2024-03-31,4747,2503,2244
캠퍼스타운,2024-03-31,7110,3339,3771
테크노파크,2024-03-31,15725,7796,7929
지식정보단지,2024-03-31,3029,1482,1547
인천대입구,2024-03-31,9013,4298,4715
센트럴파크(재외동포청),2024-03-31,6839,3336,3503
국제업무지구,2024-03-31,862,451,411
송도달빛축제공원,2024-03-31,7009,3410,3599
계양,2024-04-01,8269,4173,4096
귤현,2024-04-01,2597,1014,1583
박촌,2024-04-01,8181,4291,3890
임학,2024-04-01,16942,8540,8402
계산,2024-04-01,22030,11174,10856
경인교대입구,2024-04-01,12097,6052,6045
작전,2024-04-01,29980,15290,14690
갈산,2024-04-01,19474,9930,9544
부평구청,2024-04-01,13796,6767,7029
부평시장,2024-04-01,27242,13711,13531
부평,2024-04-01,13213,6653,6560
동수,2024-04-01,8255,4215,4040
부평삼거리,2024-04-01,5455,2756,2699
간석오거리,2024-04-01,21833,11482,10351
인천시청,2024-04-01,11182,5688,5494
예술회관,2024-04-01,23846,11888,11958
인천터미널,2024-04-01,26624,12896,13728
문학경기장,2024-04-01,3750,1846,1904
선학,2024-04-01,12543,6298,6245
신연수,2024-04-01,12070,6139,5931
원인재,2024-04-01,5994,3166,2828
동춘,2024-04-01,20421,9955,10466
동막,2024-04-01,10790,5697,5093
캠퍼스타운,2024-04-01,12889,6387,6502
테크노파크,2024-04-01,22072,11020,11052
지식정보단지,2024-04-01,11190,5410,5780
인천대입구,2024-04-01,18875,9392,9483
센트럴파크(재외동포청),2024-04-01,7583,3865,3718
국제업무지구,2024-04-01,4161,2109,2052
송도달빛축제공원,2024-04-01,10891,5448,5443
계양,2024-04-02,8521,4230,4291
귤현,2024-04-02,2757,1111,1646
박촌,2024-04-02,8568,4450,4118
임학,2024-04-02,17418,8797,8621
계산,2024-04-02,21924,11158,10766
경인교대입구,2024-04-02,11954,6010,5944
작전,2024-04-02,30042,15179,14863
갈산,2024-04-02,20067,10213,9854
부평구청,2024-04-02,14280,6983,7297
부평시장,2024-04-02,28186,14100,14086
부평,2024-04-02,13032,6487,6545
동수,2024-04-02,8705,4392,4313
부평삼거리,2024-04-02,5618,2818,2800
간석오거리,2024-04-02,22895,11906,10989
인천시청,2024-04-02,12382,6257,6125
예술회관,2024-04-02,24676,12189,12487
인천터미널,2024-04-02,26551,12976,13575
문학경기장,2024-04-02,11658,5761,5897
선학,2024-04-02,13810,6850,6960
신연수,2024-04-02,12295,6204,6091
원인재,2024-04-02,6246,3313,2933
동춘,2024-04-02,21003,10329,10674
동막,2024-04-02,10933,5799,5134
캠퍼스타운,2024-04-02,13071,6619,6452
테크노파크,2024-04-02,22431,11255,11176
지식정보단지,2024-04-02,11659,5724,5935
인천대입구,2024-04-02,20116,10096,10020
센트럴파크(재외동포청),2024-04-02,8244,4105,4139
국제업무지구,2024-04-02,4200,2134,2066
송도달빛축제공원,2024-04-02,11435,5710,5725
계양,2024-04-03,8433,4255,4178
귤현,2024-04-03,2598,1001,1597
박촌,2024-04-03,8446,4353,4093
임학,2024-04-03,17147,8573,8574
계산,2024-04-03,21626,11019,10607
경인교대입구,2024-04-03,11827,5967,5860
작전,2024-04-03,30666,15480,15186
갈산,2024-04-03,20028,10178,9850
부평구청,2024-04-03,13987,6883,7104
부평시장,2024-04-03,27467,13830,13637
부평,2024-04-03,13223,6503,6720
동수,2024-04-03,8453,4230,4223
부평삼거리,2024-04-03,5456,2740,2716
간석오거리,2024-04-03,22378,11711,10667
인천시청,2024-04-03,11558,5837,5721
예술회관,2024-04-03,24701,12089,12612
인천터미널,2024-04-03,25863,12689,13174
문학경기장,2024-04-03,11494,5631,5863
선학,2024-04-03,13227,6622,6605
신연수,2024-04-03,12083,6116,5967
원인재,2024-04-03,6088,3254,2834
동춘,2024-04-03,20773,10223,10550
동막,2024-04-03,10878,5736,5142
캠퍼스타운,2024-04-03,13410,6769,6641
테크노파크,2024-04-03,22860,11454,11406
지식정보단지,2024-04-03,11432,5479,5953
인천대입구,2024-04-03,19512,9806,9706
센트럴파크(재외동포청),2024-04-03,8092,4030,4062
국제업무지구,2024-04-03,4296,2198,2098
송도달빛축제공원,2024-04-03,11081,5509,5572
계양,2024-04-04,8719,4353,4366
귤현,2024-04-04,2635,1005,1630
박촌,2024-04-04,8404,4373,4031
임학,2024-04-04,17515,8819,8696
계산,2024-04-04,22617,11471,11146
경인교대입구,2024-04-04,12281,6196,6085
작전,2024-04-04,30528,15406,15122
갈산,2024-04-04,20035,10218,9817
부평구청,2024-04-04,14512,7136,7376
부평시장,2024-04-04,27771,13923,13848
부평,2024-04-04,13493,6767,6726
동수,2024-04-04,8499,4298,4201
부평삼거리,2024-04-04,5835,2951,2884
간석오거리,2024-04-04,22769,11861,10908
인천시청,2024-04-04,12002,6055,5947
예술회관,2024-04-04,24671,12140,12531
인천터미널,2024-04-04,27616,13668,13948
문학경기장,2024-04-04,13023,6344,6679
선학,2024-04-04,13780,6932,6848
신연수,2024-04-04,12234,6241,5993
원인재,2024-04-04,6456,3399,3057
동춘,2024-04-04,21397,10446,10951
동막,2024-04-04,10746,5723,5023
캠퍼스타운,2024-04-04,14113,7404,6709
테크노파크,2024-04-04,22611,11326,11285
지식정보단지,2024-04-04,11371,5499,5872
인천대입구,2024-04-04,18991,9558,9433
센트럴파크(재외동포청),2024-04-04,8566,4246,4320
국제업무지구,2024-04-04,4222,2128,2094
송도달빛축제공원,2024-04-04,11322,5700,5622
계양,2024-04-05,8693,4319,4374
귤현,2024-04-05,2665,1046,1619
박촌,2024-04-05,8562,4493,4069
임학,2024-04-05,17811,8954,8857
계산,2024-04-05,22500,11472,11028
경인교대입구,2024-04-05,11863,6026,5837
작전,2024-04-05,30815,15620,15195
갈산,2024-04-05,19887,10148,9739
부평구청,2024-04-05,14614,7071,7543
부평시장,2024-04-05,28210,13979,14231
부평,2024-04-05,14637,7205,7432
동수,2024-04-05,8422,4302,4120
부평삼거리,2024-04-05,6193,3104,3089
간석오거리,2024-04-05,22566,11764,10802
인천시청,2024-04-05,11515,5907,5608
예술회관,2024-04-05,25369,12191,13178
인천터미널,2024-04-05,31899,15569,16330
문학경기장,2024-04-05,3914,1989,1925
선학,2024-04-05,14026,7033,6993
신연수,2024-04-05,12177,6240,5937
원인재,2024-04-05,6094,3191,2903
동춘,2024-04-05,22462,10929,11533
동막,2024-04-05,11255,6058,5197
캠퍼스타운,2024-04-05,14188,7506,6682
